ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
121831,Northrend,121829,0,0,5495,0,0
121832,Kalimdor,121829,0,0,5493,0,0
121833,Eastern Kingdoms,121829,0,0,5492,0,0
121834,,0,0,5,0,0,0
121835,Dalaran Sewers Arena Kills,121834,0,0,9161,0,0
121836,The Ring of Valor Arena Kills,121834,0,0,9164,0,0
121837,Blade's Edge Arena Kills,121834,0,0,8839,0,0
121838,Ruins of Lordaeron Arena Kills,121834,0,0,9163,0,0
121839,Nagrand Arena Kills,121834,0,0,9162,0,0
121840,,0,1,8,0,0,0
121841,Aeonus,121840,1,0,3247,0,2
121842,The Master's Touch,121840,1,0,4471,0,2
121843,The Opening of the Dark Portal,121840,1,0,4472,0,2
121844,,0,1,8,0,0,0
121845,Pathaleon the Calculator,121844,1,0,3250,0,2
121846,How to Break Into the Arcatraz,121844,1,0,4480,0,2
121847,,0,1,8,0,0,0
121848,Archimonde,121847,1,0,604,0,2
121849,Bristleblitz Striker,121847,1,0,4620,0,2
121850,Cataclysm's Edge,121847,1,0,4621,0,2
121851,Legguards of Endless Rage,121847,1,0,4623,0,2
121852,Robes of Rhonin,121847,1,0,4626,0,2
121853,Savior's Grasp,121847,1,0,4627,0,2
121854,Tempest of Chaos,121847,1,0,4629,0,2
121855,Cowl of Absolution,121847,1,0,4630,0,2
121856,Lightbringer Faceguard,121847,1,0,4633,0,2
121857,Gronnstalker's Helmet,121847,1,0,4636,0,2
121858,Skyshatter Headguard,121847,1,0,4639,0,2
121859,Slayer's Helm,121847,1,0,4642,0,2
121860,Apostle of Argus,121847,1,0,4619,0,2
121861,Thunderheart Cover,121847,1,0,4644,0,2
121862,Lightbringer Greathelm,121847,1,0,4634,0,2
121863,Lightbringer War-Helm,121847,1,0,4635,0,2
121864,Onslaught Greathelm,121847,1,0,4638,0,2
121865,Leggings of Eternity,121847,1,0,4622,0,2
121866,Mail of Fevered Pursuit,121847,1,0,4624,0,2
121867,Skyshatter Helmet,121847,1,0,4640,0,2
121868,Hood of the Malefic,121847,1,0,4632,0,2
121869,Antonidas's Aegis of Rapt Concentration,121847,1,0,4618,0,2
121870,Hood of Absolution,121847,1,0,4631,0,2
121871,Thunderheart Headguard,121847,1,0,4645,0,2
121872,Scepter of Purification,121847,1,0,4628,0,2
121873,Onslaught Battle-Helm,121847,1,0,4637,0,2
121874,Thunderheart Helmet,121847,1,0,4646,0,2
121875,Midnight Chestguard,121847,1,0,4625,0,2
121876,Skyshatter Cover,121847,1,0,4641,0,2
121877,Cowl of the Tempest,121847,1,0,4643,0,2
121878,,0,0,4,0,0,0
121879,Sinister Squashling,121878,0,0,5783,0,0
121880,Hallowed Helm,121878,1,0,12908,0,0
121881,,0,0,4,0,0,0
121882,Field Marshal,121881,0,0,708,0,2
121883,,0,0,4,0,0,0
121884,Lieutenant General,121883,0,0,730,0,2
121885,,0,0,4,0,0,0
121886,Sergeant,121885,0,0,724,0,2
121887,,0,0,5,0,0,0
121888,10 man raids,121887,0,0,6845,0,0
121889,,0,0,4,0,0,0
121890,Headless Horseman,121889,1,0,409,0,2
121891,,0,0,4,0,0,0
121892,Loot 100 gold,121891,1000000,0,4093,0,9
121893,,0,0,4,0,0,0
121894,"10,000 gold from quest rewards",121893,100000000,0,4092,0,9
121895,,0,0,4,0,0,0
121896,Take 50 graveyards,121895,50,0,419,0,1
121897,,0,0,4,0,0,0
121898,50 towers defended,121897,50,0,436,0,1
121899,,0,0,4,0,0,0
121900,15 reputations to exalted,121899,15,0,982,0,1
121901,,0,0,4,0,0,0
121902,Level to 80,121901,80,0,5217,0,2
121903,,0,0,4,0,0,0
121904,Roll greed and get exactly 100 on an item over level 185.,121903,1,0,2358,0,2
121905,,0,0,4,0,0,0
121906,Talent tree respecs,121905,0,0,3359,0,0
121907,,0,1,8,0,0,0
121908,Zergling Leash,121907,1,0,571,0,2
121909,Zergling,121907,0,0,6154,0,2
121910,,0,0,4,0,0,0
121911,Keli'dan the Breaker,121910,1,0,3239,0,0
121912,,0,1,8,0,0,0
121913,Judgment and Redemption,121912,1,0,8906,0,2
121914,True Masters of the Light,121912,1,0,8907,0,2
121915,,0,0,4,0,0,0
121916,Pick up flag while it's at the base,121915,1,0,5601,0,2
121917,Cap in 75 seconds,121915,1,0,5602,0,2
121918,,0,0,4,0,0,0
121919,Use Tooth Pick,121918,1,0,2285,0,2
121920,,0,0,4,0,0,0
121921,Cyanigosa,121920,1,0,5613,0,0
121922,,0,0,4,0,0,0
121923,Kronus,121922,1,0,5616,0,0
121924,,0,0,4,0,0,0
121925,Become an expert cook,121924,3,0,168,0,2
121926,,0,0,4,0,0,0
121927,Become a grand master fisherman,121926,6,0,835,0,2
121928,,0,0,4,0,0,0
121929,Return the flag 50 times,121928,50,0,440,0,1
121930,,0,0,4,0,0,0
121931,Complete 50 daily quests,121930,50,0,4984,0,1
121932,,0,0,4,0,0,0
121933,Warsong Gulch Victories,121932,0,0,140,0,0
121934,,0,0,4,0,0,0
121935,Become a expert fisherman,121934,3,0,835,0,2
121936,,0,0,4,0,0,0
121937,Blacksmithing plans known,121936,0,0,7224,0,0
121938,Blacksmithing plans known,121936,0,0,6387,0,0
121939,,0,0,4,0,0,0
121940,Total healing done,121939,0,0,4943,0,0
121941,,0,0,4,0,0,0
121942,"Loot 10,000 gold",121941,100000000,0,4093,0,9
121943,,0,1,8,0,0,0
121944,"Horde, A Thief's Reward",121943,1,0,3352,0,2
121945,"Alliance, A Thief's Reward",121943,1,0,3351,0,2
121946,,0,0,4,0,0,0
121947,Tanaris,121946,1,0,3084,0,0
121948,Ashenvale,121946,1,0,3076,0,0
121949,Bloodmyst Isle,121946,1,0,3078,0,0
121950,Desolace,121946,1,0,3080,0,0
121951,Feralas,121946,1,0,3082,0,0
121952,Teldrassil,121946,1,0,3085,0,0
121953,Azuremyst Isle,121946,1,0,3077,0,0
121954,Winterspring,121946,1,0,3087,0,0
121955,Silithus,121946,1,0,3083,0,0
121956,Dustwallow Marsh,121946,1,0,3081,0,0
121957,Darkshore,121946,1,0,3079,0,0
121958,,0,1,8,0,0,0
121959,Murloc Costume,121958,1,0,350,0,2
121960,Murloc Costume,121958,1,0,9082,0,2
121961,,0,0,4,0,0,0
121962,Metok's Bubble Bock,121961,1,0,3518,0,0
121963,Aromatic Honey Brew,121961,1,0,3526,0,0
121964,Stranglethorn Brew,121961,1,0,3516,0,0
121965,Springtime Stout,121961,1,0,3517,0,0
121966,Izzard's Ever Flavor,121961,1,0,3520,0,0
121967,Draenic Pale Ale,121961,1,0,3521,0,0
121968,Blackrock Lager,121961,1,0,3522,0,0
121969,Binary Brew,121961,1,0,3523,0,0
121970,Autumnal Acorn Ale,121961,1,0,3525,0,0
121971,Bartlett's Bitter Brew,121961,1,0,3524,0,0
121972,Lord of Frost's Private Label,121961,1,0,3519,0,0
121973,Wild Winter Pilsner,121961,1,0,3515,0,0
121974,,0,0,4,0,0,0
121975,Warsong Gulch,121974,0,0,5747,0,0
121976,,0,0,4,0,0,0
121977,Alterac Valley battles,121976,0,0,104,0,0
121978,,0,0,4,0,0,0
121979,Orgrimmar,121978,1,0,5274,0,0
121980,Stormwind,121978,1,0,5275,0,0
121981,,0,0,4,0,0,0
121982,Enchanting formulae known,121981,0,0,4990,0,0
121983,Enchanting formulae known,121981,0,0,7225,0,0
121984,,0,0,4,0,0,0
121985,Kalimdor,121984,1,0,95,0,0
121986,Outland,121984,1,0,96,0,0
121987,Northrend,121984,1,0,97,0,0
121988,Eastern Kingdoms,121984,1,0,94,0,0
121989,,0,0,4,0,0,0
121990,Southshore,121989,1,0,1109,0,0
121991,Dun Garok,121989,1,0,1106,0,0
121992,Hillsbrad Fields,121989,1,0,1110,0,0
121993,Purgation Isle,121989,1,0,1114,0,0
121994,Azurelode Mine,121989,1,0,1112,0,0
121995,Darrow Hill,121989,1,0,1103,0,0
121996,Tarren Mill,121989,1,0,1104,0,0
121997,Durnholde Keep,121989,1,0,1105,0,0
121998,Nethander Stead,121989,1,0,1107,0,0
121999,Eastern Strand,121989,1,0,1108,0,0
122000,Western Strand,121989,1,0,1111,0,0
122001,Southpoint Tower,121989,1,0,1113,0,0
122002,,0,0,4,0,0,0
122003,Skill to 450,122002,450,0,5696,0,2
122004,,0,0,4,0,0,0
122005,Hills Like White Elekk,122004,0,0,2009,0,0
122006,The Snows of Northrend,122004,0,0,2010,0,0
122007,The Green Hills of Stranglethorn,122004,0,0,2008,0,0
122008,,0,0,4,0,0,0
122009,Reach level 80,122008,80,0,5212,0,2
122010,,0,0,4,0,0,0
122011,Warlord,122010,0,0,708,0,2
122012,,0,0,4,0,0,0
122013,General,122012,0,0,729,0,2
122014,,0,0,5,0,0,0
122015,Elixir of Mighty Strength,122014,0,0,4384,0,0
122016,Elixir of Minor Agility,122014,0,0,4385,0,0
122017,Elixir of Shadow Power,122014,0,0,4389,0,0
122018,Elixir of Spirit,122014,0,0,4390,0,0
122019,Elixir of Greater Intellect,122014,0,0,4365,0,0
122020,Elixir of Lion's Strength,122014,0,0,4370,0,0
122021,Elixir of Major Agility,122014,0,0,4371,0,0
122022,Elixir of Major Defense,122014,0,0,4372,0,0
122023,Elixir of Major Mageblood,122014,0,0,4376,0,0
122024,Elixir of Major Shadow Power,122014,0,0,4377,0,0
122025,Elixir of Mighty Defense,122014,0,0,4381,0,0
122026,Elixir of Detect Undead,122014,0,0,4353,0,0
122027,Elixir of Giant Growth,122014,0,0,4360,0,0
122028,Elixir of Greater Agility,122014,0,0,4362,0,0
122029,Arcane Elixir,122014,0,0,4341,0,0
122030,Cerebral Cortex Compound,122014,0,0,4344,0,0
122031,Elixir of Wisdom,122014,0,0,4395,0,0
122032,Sheen of Zanza,122014,0,0,4337,0,0
122033,Swiftness of Zanza,122014,0,0,4339,0,0
122034,Earthen Elixir,122014,0,0,4345,0,0
122035,Elixir of Brute Force,122014,0,0,4347,0,0
122036,Elixir of Defense,122014,0,0,4349,0,0
122037,Elixir of Demonslaying,122014,0,0,4350,0,0
122038,Elixir of Detect Demon,122014,0,0,4351,0,0
122039,Elixir of Fortitude,122014,0,0,4358,0,0
122040,Elixir of Frost Power,122014,0,0,4359,0,0
122041,Elixir of Greater Firepower,122014,0,0,4364,0,0
122042,Elixir of the Mongoose,122014,0,0,4396,0,0
122043,Fel Strength Elixir,122014,0,0,4399,0,0
122044,Gift of Arthas,122014,0,0,4400,0,0
122045,Greater Arcane Elixir,122014,0,0,4402,0,0
122046,Ground Scorpok Assay,122014,0,0,4403,0,0
122047,Bloodberry Elixir,122014,0,0,4342,0,0
122048,Elixir of Armor Piercing,122014,0,0,8064,0,0
122049,Elixir of Lightning Speed,122014,0,0,8065,0,0
122050,Juju Ember,122014,0,0,8069,0,0
122051,Winterfall Firewater,122014,0,0,8073,0,0
122052,Mageblood Elixir,122014,0,0,8075,0,0
122053,Spellpower Elixir,122014,0,0,8079,0,0
122054,Worg's Blood Elixir,122014,0,0,8081,0,0
122055,Bloodkelp Elixir of Resistance,122014,0,0,8083,0,0
122056,Elixir of Draenic Wisdom,122014,0,0,4354,0,0
122057,Elixir of Giants,122014,0,0,4361,0,0
122058,Elixir of Lesser Agility,122014,0,0,4369,0,0
122059,Elixir of Mighty Agility,122014,0,0,4380,0,0
122060,Elixir of Water Walking,122014,0,0,4394,0,0
122061,Weak Troll's Blood Elixir,122014,0,0,8076,0,0
122062,Mighty Troll's Blood Elixir,122014,0,0,8077,0,0
122063,Wrath Elixir,122014,0,0,8078,0,0
122064,Murkweed Elixir,122014,0,0,8090,0,0
122065,Bloodkelp Elixir of Dodging,122014,0,0,8082,0,0
122066,Elixir of Shadows,122014,0,0,8086,0,0
122067,Drakuru's Elixir,122014,0,0,8087,0,0
122068,Zort's Protective Elixir,122014,0,0,8089,0,0
122069,Elixir of Expertise,122014,0,0,8063,0,0
122070,Crystal Ward,122014,0,0,8068,0,0
122071,Juju Chill,122014,0,0,8070,0,0
122072,Juju Escape,122014,0,0,8071,0,0
122073,Elixir of Mighty Defense,122014,0,0,8062,0,0
122074,Elixir of Mighty Thoughts,122014,0,0,8066,0,0
122075,Major Troll's Blood Elixir,122014,0,0,8074,0,0
122076,Crystal Force,122014,0,0,8067,0,0
122077,Strong Troll's Blood Elixir,122014,0,0,8648,0,0
122078,Guru's Elixir,122014,0,0,8080,0,0
122079,Adept's Elixir,122014,0,0,4340,0,0
122080,Videre Elixir,122014,0,0,8084,0,0
122081,Ahuurn's Elixir,122014,0,0,8085,0,0
122082,Zort's Protective Elixir,122014,0,0,8088,0,0
122083,Elixir of Accuracy,122014,0,0,8031,0,0
122084,Elixir of Deadly Strikes,122014,0,0,8032,0,0
122085,Elixir of Ogre's Strength,122014,0,0,4388,0,0
122086,Elixir of Greater Water Breathing,122014,0,0,4366,0,0
122087,Elixir of Major Frost Power,122014,0,0,4375,0,0
122088,Elixir of Major Strength,122014,0,0,4378,0,0
122089,Elixir of Mighty Mageblood,122014,0,0,4383,0,0
122090,Elixir of Minor Defense,122014,0,0,4386,0,0
122091,Elixir of Minor Fortitude,122014,0,0,4387,0,0
122092,Elixir of Superior Defense,122014,0,0,4391,0,0
122093,Elixir of Toughness,122014,0,0,4392,0,0
122094,Elixir of Agility,122014,0,0,4346,0,0
122095,Elixir of Water Breathing,122014,0,0,4393,0,0
122096,Elixir of the Sages,122014,0,0,4397,0,0
122097,Elixir of the Searching Eye,122014,0,0,4398,0,0
122098,Gizzard Gum,122014,0,0,4401,0,0
122099,R.O.I.D.S.,122014,0,0,4405,0,0
122100,Onslaught Elixir,122014,0,0,4407,0,0
122101,Noggenfogger Elixir,122014,0,0,4406,0,0
122102,Elixir of Camouflage,122014,0,0,4348,0,0
122103,Elixir of Detect Lesser Invisibility,122014,0,0,4352,0,0
122104,Elixir of Mastery,122014,0,0,4379,0,0
122105,Elixir of Mighty Fortitude,122014,0,0,4382,0,0
122106,Elixir of Healing Power,122014,0,0,4367,0,0
122107,Elixir of Major Firepower,122014,0,0,4373,0,0
122108,Elixir of Major Fortitude,122014,0,0,4374,0,0
122109,Catseye Elixir,122014,0,0,4343,0,0
122110,Lung Juice Cocktail,122014,0,0,4404,0,0
122111,Spirit of Zanza,122014,0,0,4338,0,0
122112,Elixir of Dream Vision,122014,0,0,4355,0,0
122113,Elixir of Firepower,122014,0,0,4357,0,0
122114,Elixir of Greater Defense,122014,0,0,4363,0,0
122115,Elixir of Empowerment,122014,0,0,4356,0,0
122116,Elixir of Ironskin,122014,0,0,4368,0,0
122117,Juju Might,122014,0,0,8072,0,0
122118,,0,0,4,0,0,0
122119,,122118,0,0,2002,0,0
122120,,0,0,4,0,0,0
122121,Tricks and Treats of Kalimdor,122120,0,0,2228,0,0
122122,Tricks and Treats of Eastern Kingdoms,122120,0,0,2229,0,0
122123,Tricks and Treats of Outland,122120,0,0,2230,0,0
122124,,0,0,4,0,0,0
122125,Level to 80,122124,80,0,5216,0,2
122126,,0,0,4,0,0,0
122127,Krik'thir the Gatewatcher,122126,1,0,6848,0,0
122128,Hadronox,122126,1,0,6849,0,0
122129,Anub'arak,122126,1,0,5610,0,0
122130,,0,0,4,0,0,0
122131,Maiden of Grief,122130,1,0,5452,0,0
122132,Krystallus,122130,1,0,5453,0,0
122133,Sjonnir the Ironshaper,122130,1,0,5628,0,0
122134,The Tribunal of Ages,122130,1,0,6935,0,0
122135,,0,0,4,0,0,0
122136,Novos the Summoner,122135,1,0,5444,0,0
122137,King Dred,122135,1,0,5445,0,0
122138,Trollgore,122135,1,0,5443,0,0
122139,The Prophet Tharon'ja,122135,1,0,9098,0,0
122140,,0,0,4,0,0,0
122141,Level to 80,122140,80,0,5214,0,2
122142,,0,0,4,0,0,0
122143,Grand Marshal,122142,0,0,707,0,2
122144,,0,0,4,0,0,0
122145,Lieutenant Commander,122144,0,0,711,0,2
122146,,0,0,4,0,0,0
122147,Knight,122146,0,0,721,0,2
122148,,0,0,4,0,0,0
122149,Sergeant Major,122148,0,0,722,0,2
122150,,0,0,4,0,0,0
122151,High Warlord,122150,0,0,707,0,2
122152,,0,0,4,0,0,0
122153,Centurion,122152,0,0,732,0,2
122154,,0,1,8,0,0,0
122155,"Do 300,000 Damage in Eye of the Storm",122154,300000,0,2403,0,3
122156,"Do more than 300,000 Damage in Alterac Valley",122154,300000,0,2400,0,3
122157,"300,000 healing in av",122154,300000,0,3364,0,3
122158,"Do 300,000 Damage in Arathi Basin",122154,300000,0,2401,0,3
122159,"300,000 healing in eots",122154,300000,0,3366,0,3
122160,"300,000 healing in ab",122154,300000,0,3365,0,3
122161,"Do 300,000 Damage in Warsong Gulch",122154,300000,0,2402,0,3
122162,"300,000 healing in wsg",122154,300000,0,3367,0,3
122163,"Do 300,000 Damage in Strand of the Ancients",122154,300000,0,5076,0,3
122164,"300,000 healing in sota",122154,300000,0,5077,0,3
122165,"300,000 healing in Isle of Conquest",122154,300000,0,12378,0,3
122166,"Do 300,000 Damage in Isle of Conquest",122154,300000,0,12379,0,3
122167,,0,0,4,0,0,0
122168,Level to 80,122167,80,0,5213,0,2
122169,,0,0,4,0,0,0
122170,Argent Crusade exalted,122169,42000,0,4737,0,2
122171,,0,0,4,0,0,0
122172,The Oracles exalted,122171,42000,0,4740,0,2
122173,,0,0,4,0,0,0
122174,Skarvald the Constructor,122173,1,0,5378,0,0
122175,Ingvar the Plunderer,122173,1,0,5621,0,0
122176,Prince Keleseth,122173,1,0,5377,0,0
122177,Dalronn the Controller,122173,1,0,5379,0,0
122178,,0,0,4,0,0,0
122179,Win 200 ranked arena matches,122178,200,0,306,0,1
122180,,0,0,4,0,0,0
122181,Exalted with Cenarion Circle,122180,42000,0,2045,0,0
122182,Exalted with Cenarion Expedition,122180,42000,0,4751,0,0
122183,,0,0,5,0,0,0
122184,Total quests,122183,0,0,3631,0,0
122185,Daily quests,122183,0,0,4984,0,0
122186,,0,0,5,0,0,0
122187,Demons,122186,0,0,4949,0,0
122188,Beasts,122186,0,0,4948,0,0
122189,Elemental,122186,0,0,4951,0,0
122190,Humanoid,122186,0,0,4953,0,0
122191,Mechanical,122186,0,0,4954,0,0
122192,Undead,122186,0,0,4955,0,0
122193,Unspecified,122186,0,0,4956,0,0
122194,Totems,122186,0,0,4957,0,0
122195,Dragonkin,122186,0,0,4950,0,0
122196,Giant,122186,0,0,4952,0,0
122197,,0,0,4,0,0,0
122198,Ley-Guardian Eregos,122197,1,0,5617,0,0
122199,Varos Cloudstrider,122197,1,0,6861,0,0
122200,Drakos the Interrogator,122197,1,0,6859,0,0
122201,Mage-Lord Urom,122197,1,0,6860,0,0
122202,,0,0,4,0,0,0
122203,Dark Desire,122202,1,0,8706,0,0
122204,Buttermilk Delight,122202,1,0,8705,0,0
122205,Sweet Surprise,122202,1,0,8708,0,0
122206,Very Berry Cream,122202,1,0,8707,0,0
122207,,0,0,4,0,0,0
122208,Patchwerk,122207,1,0,7126,0,2
122209,,0,0,4,0,0,0
122210,Eye of the Storm flag captures,122209,0,0,438,0,0
122211,,0,0,4,0,0,0
122212,Warsong Gulch flags returned,122211,0,0,440,0,0
122213,,0,0,4,0,0,0
122214,Highest 5 man team rating,122213,0,0,450,0,0
122215,,0,0,4,0,0,0
122216,Highest 3 man personal rating,122215,0,0,447,0,0
122217,,0,0,4,0,0,0
122218,A Hero's Headgear,122217,1,0,2061,0,0
122219,Chicken Party!,122217,1,0,2054,0,0
122220,Tools of War,122217,1,0,2056,0,0
122221,Secret Strength of the Frenzyheart,122217,1,0,2057,0,0
122222,Strength of the Tempest,122217,1,0,2059,0,0
122223,The Heartblood's Strength,122217,1,0,2058,0,0
122224,Kartak's Rampage,122217,1,0,2055,0,0
122225,Rejek: First Blood,122217,1,0,2060,0,0
122226,,0,0,4,0,0,0
122227,Anub'Rekhan,122226,1,0,5111,0,0
122228,Grand Widow Faerlina,122226,1,0,5126,0,0
122229,Maexxna,122226,1,0,6405,0,0
122230,,0,0,4,0,0,0
122231,Complete 100 victories in Warsong Gulch,122230,100,0,140,0,1
122232,,0,0,4,0,0,0
122233,Largest heal cast,122232,0,0,5376,0,0
122234,,0,0,4,0,0,0
122235,Largest hit dealt,122234,0,0,5373,0,0
122236,,0,0,4,0,0,0
122237,Grand Master in First Aid,122236,0,0,846,0,0
122238,Grand Master Fisherman,122236,0,0,845,0,0
122239,Grand Master Cook,122236,0,0,847,0,0
122240,,0,0,4,0,0,0
122241,Create 500 Heavy Frostweave Bandages,122240,500,0,1831,0,1
122242,,0,0,4,0,0,0
122243,Complete a daily quest every day for five consecutive days,122242,5,0,72,0,1
122244,,0,0,4,0,0,0
122245,Complete 2000 quests,122244,2000,0,3631,0,1
122246,,0,0,4,0,0,0
122247,Stone Guard,122246,0,0,721,0,2
122248,,0,0,4,0,0,0
122249,Level to 80,122248,80,0,5215,0,2
122250,,0,0,4,0,0,0
122251,Number of mounts,122250,0,0,4787,0,0
122252,,0,0,5,0,0,0
122253,Bubbly Beverage,122252,0,0,8999,0,2
122254,Fizzy Energy Drink,122252,0,0,9000,0,2
122255,Fiery Festival Brew,122252,0,0,9001,0,2
122256,Loch Modan Lager,122252,0,0,9002,0,2
122257,Stouthammer Lite,122252,0,0,9003,0,2
122258,Grunt's Waterskin,122252,0,0,9004,0,2
122259,Footman's Waterskin,122252,0,0,9005,0,2
122260,Stonebreaker Brew,122252,0,0,9008,0,2
122261,Brightstong Wine,122252,0,0,9009,0,2
122262,Halaani Whiskey,122252,0,0,9010,0,2
122263,Peon Sleep Potion,122252,0,0,9011,0,2
122264,Pure Energy,122252,0,0,9012,0,2
122265,Filtered Draenic Water,122252,0,0,4686,0,2
122266,Fizzy Faire Drink,122252,0,0,4687,0,2
122267,Holiday Spirits,122252,0,0,4693,0,2
122268,Blended Bean Brew,122252,0,0,4659,0,2
122269,Captain Rumsey's Lager,122252,0,0,4663,0,2
122270,Conjured Mountain Spring Water,122252,0,0,4672,0,2
122271,Conjured Sparkling Water,122252,0,0,4674,0,2
122272,Purified Draenic Water,122252,0,0,4704,0,2
122273,Bash Ale,122252,0,0,4654,0,2
122274,Blackrock Fortified Water,122252,0,0,4656,0,2
122275,Sweet Nectar,122252,0,0,4717,0,2
122276,Thistle Tea,122252,0,0,4718,0,2
122277,Glass of Dalaran White,122252,0,0,8867,0,2
122278,Blackrock Mineral Water,122252,0,0,4657,0,2
122279,Blackrock Spring Water,122252,0,0,4658,0,2
122280,Bubbling Water,122252,0,0,4662,0,2
122281,Cenarion Spirits,122252,0,0,4664,0,2
122282,Cheap Beer,122252,0,0,4665,0,2
122283,Cherry Grog,122252,0,0,4666,0,2
122284,Conjured Crystal Water,122252,0,0,4667,0,2
122285,Conjured Fresh Water,122252,0,0,4668,0,2
122286,Conjured Mineral Water,122252,0,0,4671,0,2
122287,Conjured Purified Water,122252,0,0,4673,0,2
122288,Conjured Water,122252,0,0,4676,0,2
122289,Skin of Dwarven Stout,122252,0,0,4710,0,2
122290,Sulfuron Slammer,122252,0,0,4716,0,2
122291,Darkmoon Special Reserve,122252,0,0,4678,0,2
122292,Don Carlos Tequila,122252,0,0,4679,0,2
122293,Dos Ogris,122252,0,0,4680,0,2
122294,Egg Nog,122252,0,0,4681,0,2
122295,Enchanted Water,122252,0,0,4682,0,2
122296,Ethermead,122252,0,0,4684,0,2
122297,Flagon of Mead,122252,0,0,4688,0,2
122298,Flask of Port,122252,0,0,4689,0,2
122299,Goldthorn Tea,122252,0,0,4691,0,2
122300,Hot Apple Cider,122252,0,0,4694,0,2
122301,Ice Cold Milk,122252,0,0,4695,0,2
122302,Morning Glory Dew,122252,0,0,4701,0,2
122303,Plugger's Blackrock Ale,122252,0,0,4703,0,2
122304,Rumsey Rum Black Label,122252,0,0,4706,0,2
122305,Silverwine,122252,0,0,4709,0,2
122306,Rumsey Rum Dark,122252,0,0,4707,0,2
122307,Conjured Spring Water,122252,0,0,4675,0,2
122308,Steamwheedle Fizzy Spirits,122252,0,0,4715,0,2
122309,Honey Mead,122252,0,0,6963,0,2
122310,Crusader's Waterskin,122252,0,0,6967,0,2
122311,Mysterious Fermented Liquid,122252,0,0,8876,0,2
122312,Skin of Mulgore Firewater,122252,0,0,8877,0,2
122313,Gordok Grog,122252,0,0,8878,0,2
122314,Thunder 45,122252,0,0,8879,0,2
122315,Thunderbrew Ale,122252,0,0,8880,0,2
122316,Fresh Apple Juice,122252,0,0,6968,0,2
122317,Rhapsody Malt,122252,0,0,6945,0,2
122318,Sweetened Goat's Milk,122252,0,0,6958,0,2
122319,Bitter Plasma,122252,0,0,6961,0,2
122320,Snowplum Brandy,122252,0,0,6964,0,2
122321,Grizzleberry Juice,122252,0,0,6966,0,2
122322,Keg of Thunderbrew Lager,122252,0,0,9498,0,2
122323,Wild Winter Pilsner,122252,0,0,9499,0,2
122324,Metok's Bubble Bock,122252,0,0,9500,0,2
122325,Springtime Stout,122252,0,0,9501,0,2
122326,Stranglethorn Brew,122252,0,0,9502,0,2
122327,Pungent Seal Whey,122252,0,0,6955,0,2
122328,Thunderbrew Stout,122252,0,0,8881,0,2
122329,Ogre Mead,122252,0,0,8882,0,2
122330,Barleybrew Light,122252,0,0,8883,0,2
122331,Barleybrew Dark,122252,0,0,8884,0,2
122332,Barleybrew Clear,122252,0,0,8885,0,2
122333,Long Stride Brew,122252,0,0,8886,0,2
122334,Path of Brew,122252,0,0,8887,0,2
122335,Watered-down Beer,122252,0,0,6946,0,2
122336,Bottled Spirits,122252,0,0,6942,0,2
122337,Jug of Bourbon,122252,0,0,6943,0,2
122338,Thunder Ale,122252,0,0,6944,0,2
122339,Raptor Punch,122252,0,0,6947,0,2
122340,Volatile Rum,122252,0,0,6948,0,2
122341,Cuergo's Gold,122252,0,0,6949,0,2
122342,Wizbang's Special Brew,122252,0,0,6951,0,2
122343,Hyjal Nectar,122252,0,0,6953,0,2
122344,Eversong Port,122252,0,0,6954,0,2
122345,Honeymint Tea,122252,0,0,6956,0,2
122346,Thunderbrew's Hard Ale,122252,0,0,9028,0,2
122347,Anguish Ale,122252,0,0,9029,0,2
122348,Half Full Bottle of Prison Moonshine,122252,0,0,9030,0,2
122349,Half Empty Bottle of Prison Moonshine,122252,0,0,9031,0,2
122350,Trogg Ale,122252,0,0,8987,0,2
122351,Lord of Frost's Private Label,122252,0,0,6957,0,2
122352,Fishliver Oil,122252,0,0,8985,0,2
122353,Stormstout,122252,0,0,8986,0,2
