CommittedName,ID,UiTextureAtlasID,Width,Height,CommittedLeft,CommittedRight,CommittedTop,CommittedBottom,UiTextureAtlasElementID,OverrideWidth,OverrideHeight,CommittedFlags,UiCanvasID
MiniMap-PositionArrowUp,4794,647,48,48,381,429,1,49,9471,0,0,8,0
MovieRecordingIcon,4795,647,32,32,100,132,270,302,9493,0,0,8,0
BossBanner-RedLightning,4798,594,122,118,1,123,295,413,9343,0,0,0,0
Artifacts-PerkRing-GoldMedal,4800,607,88,88,136,224,932,1020,9268,0,0,0,0
Artifacts-PerkRing-MainProc-Glow,4801,607,120,120,1,121,470,590,9269,0,0,0,0
Artifacts-PerkRing-MainProc,4802,607,92,92,502,594,894,986,9270,0,0,0,0
Artifacts-PerkRing-Small,4803,607,60,60,1,61,958,1018,9271,0,0,0,0
Artifacts-PointsBox,4804,607,28,24,981,1009,73,97,9272,0,0,0,0
Artifacts-PerkRing-Highlight,4808,607,46,46,760,806,870,916,9401,0,0,0,0
ArtifactsFX-SpinningGlowys,4809,607,70,70,760,830,699,769,9428,0,0,0,0
ArtifactsFX-StarBurst,4810,607,133,133,1,134,335,468,9429,0,0,0,0
ArtifactsFX-Whirls,4811,607,76,76,792,868,121,197,9430,0,0,0,0
ArtifactsFX-YellowRing,4812,607,50,50,760,810,818,868,9431,0,0,0,0
Artifacts-DemonHunter-BG,4813,649,896,615,1,897,1,616,9432,0,0,0,0
Artifacts-Paladin-BG,4815,650,896,615,1,897,1,616,9433,0,0,0,0
Artifacts-PointsBoxGreen,4817,607,28,24,226,254,932,956,9310,0,0,0,0
ArtifactsFX-PointSideBurstLeft,4818,607,33,35,990,1023,200,235,9311,0,0,0,0
ArtifactsFX-PointSideBurstRight,4819,607,33,35,990,1023,237,272,9312,0,0,0,0
vas-receipt-selectedcharbg,4837,654,302,72,149,451,1,73,9307,0,0,0,0
Ships_CarrierA-List,4838,655,154,80,1,155,131,211,9278,0,0,0,0
Ships_CarrierA-Portrait,4839,655,152,128,1,153,1,129,9279,0,0,0,0
Ships_CarrierA-Map,4840,656,83,72,1,84,1,73,9280,0,0,0,0
Ships_CarrierH-Map,4841,657,83,72,1,84,1,73,9281,0,0,0,0
Ships_CarrierH-List,4842,658,154,80,1,155,131,211,9282,0,0,0,0
Ships_CarrierH-Portrait,4843,658,152,128,1,153,1,129,9283,0,0,0,0
GarrLanding-ShipMission-Complete,4844,268,400,47,620,1020,266,313,9284,0,0,0,0
GarrLanding-ShipMission-InProgress,4845,268,400,47,520,920,408,455,9285,0,0,0,0
_GarrMissionLocation-FrostfireSea-Back,4846,659,1024,285,0,1024,1,286,9445,0,0,4,0
_GarrMissionLocation-FrostfireSea-Fore,4847,659,1024,285,0,1024,288,573,9446,0,0,4,0
_GarrMissionLocation-FrostfireSea-Mid,4848,659,1024,285,0,1024,575,860,9447,0,0,4,0
_GarrMissionLocation-ShadowmoonSea-Back,4849,660,1024,285,0,1024,1,286,9448,0,0,4,0
_GarrMissionLocation-ShadowmoonSea-Fore,4850,660,1024,285,0,1024,288,573,9449,0,0,4,0
_GarrMissionLocation-ShadowmoonSea-Mid,4851,660,1024,285,0,1024,575,860,9450,0,0,4,0
_GarrMissionLocation-NagrandSea-Back,4852,661,1024,285,0,1024,1,286,9451,0,0,4,0
_GarrMissionLocation-NagrandSea-Fore,4853,661,1024,285,0,1024,288,573,9452,0,0,4,0
_GarrMissionLocation-NagrandSea-Mid,4854,661,1024,285,0,1024,575,860,9453,0,0,4,0
ShipMission_Toast,4855,150,317,82,1,318,169,251,9308,0,0,0,0
adventureguide-redx,4856,609,35,34,347,382,90,124,9502,0,0,0,0
Artifacts-MageArcane-BG,4858,662,896,615,1,897,1,616,9372,0,0,0,0
GarrisonFX_BlueFlare,4859,308,128,128,1,129,271,399,9309,0,0,0,0
GarrMission_WeakEncounterAbilityBorder-Lg,4860,152,46,46,317,363,948,994,9454,0,0,0,0
bonusobjectives-bar-bg,4861,663,193,18,208,401,315,333,9518,0,0,0,0
bonusobjectives-bar-fill,4862,663,1,18,259,260,153,171,9522,0,0,0,0
bonusobjectives-bar-frame,4863,663,240,51,1,241,262,313,9528,0,0,0,0
bonusobjectives-bar-glow-ring,4864,663,240,51,243,483,262,313,9242,0,0,0,0
bonusobjectives-bar-glow,4865,663,205,31,1,206,315,346,9243,0,0,0,0
bonusobjectives-bar-ring,4866,663,81,51,404,485,47,98,9244,0,0,0,0
bonusobjectives-bar-sheen,4867,663,97,44,404,501,1,45,9245,0,0,0,0
bonusobjectives-bar-spark,4868,663,10,28,247,257,153,181,9246,0,0,0,0
bonusobjectives-bar-starburst,4869,663,36,36,404,440,100,136,9247,0,0,0,0
bonusobjectives-title-bg,4870,663,418,76,1,419,184,260,9248,0,0,0,0
bonusobjectives-title-icon,4871,663,155,150,247,402,1,151,9250,0,0,0,0
ShipMission_NameBG,4873,153,132,21,1,133,918,939,9287,0,0,0,0
ShipMission_PartyBuffsBG,4874,153,256,33,0,256,718,751,9288,0,0,4,0
Ships_DreadnaughtA-List,4875,664,154,80,1,155,131,211,9289,0,0,0,0
Ships_DreadnaughtA-Portrait,4876,664,152,128,1,153,1,129,9286,0,0,0,0
Ships_DreadnaughtA-Map,4877,665,83,72,1,84,1,73,9290,0,0,0,0
Ships_DreadnaughtH-List,4878,666,154,80,1,155,131,211,9291,0,0,0,0
Ships_DreadnaughtH-Portrait,4879,666,152,128,1,153,1,129,9292,0,0,0,0
Ships_DreadnaughtH-Map,4880,667,83,72,1,84,1,73,9293,0,0,0,0
Ships_EnemyDreadnaughtH-Portrait,4881,668,152,128,1,153,1,129,9294,0,0,0,0
Ships_EnemyDreadnaughtA-Portrait,4882,669,152,128,1,153,1,129,9295,0,0,0,0
FontStyle_Parchment,4883,670,256,256,0,256,0,256,9251,0,0,6,0
FontStyle_BlueGradient,4884,671,128,128,0,128,0,128,9296,0,0,6,0
FontStyle_Garrisons,4885,672,256,256,0,256,0,256,9297,0,0,6,0
FontStyle_IronHordeMetal,4886,673,256,256,0,256,0,256,9298,0,0,6,0
FontStyle_Legion,4887,674,256,256,0,256,0,256,9299,0,0,6,0
FontStyle_Metal,4888,675,256,256,0,256,0,256,9300,0,0,6,0
splash-620-botleft,4889,676,137,371,374,511,587,958,9301,0,0,0,0
splash-620-right,4890,676,510,584,1,511,1,585,9302,0,0,0,0
splash-620-topleft,4891,676,371,434,1,372,587,1021,9303,0,0,0,0
Artifacts-DeathKnightFrost-BG,4892,677,896,615,1,897,1,616,9304,0,0,0,0
shop-card-darkcover,4893,654,146,209,1,147,1,210,9455,0,0,0,0
Artifacts-Warrior-BG,4894,678,896,615,1,897,1,616,9305,0,0,0,0
Artifacts-Rogue-BG,4895,679,896,615,1,897,1,616,9373,0,0,0,0
Artifacts-Druid-BG,4896,680,896,615,1,897,1,616,9374,0,0,0,0
ShipMissionIcon-Bonus-Mission,4897,323,64,64,67,131,331,395,9344,0,0,0,0
ShipMissionIcon-Bonus-Map,4898,622,64,64,135,199,258,322,9345,0,0,0,0
ShipMissionIcon-Bonus-MapBadge,4899,622,34,34,91,125,392,426,9346,0,0,0,0
NavalMap-CircleGlowTrails,4900,622,255,255,1,256,1,256,9347,0,0,0,0
NavalMap-LargeBonusCircle,4901,622,234,234,258,492,1,235,9348,0,0,0,0
NavalMap-SmallBonusCircle,4902,622,132,132,1,133,258,390,9349,0,0,0,0
GarrisonFX-StarBurst,4903,308,133,133,1,134,136,269,9350,0,0,0,0
GarrMission_WeakEncounterAbilityBorder,4904,152,32,32,793,825,435,467,9306,0,0,0,0
ShipMission-TimerBG,4905,622,55,21,1,56,482,503,9351,0,0,0,0
services-icon-warning,4928,687,42,37,1,43,985,1022,9434,0,0,0,0
ShipMissionIcon-Legendary-Map,4929,622,64,64,135,199,390,454,9371,0,0,0,0
ShipMissionIcon-Legendary-MapBadge,4930,622,34,34,91,125,464,498,9375,0,0,0,0
ShipMissionIcon-Legendary-Mission,4931,323,64,64,133,197,133,197,9376,0,0,0,0
_ForgeBorder-Top,4967,688,256,16,0,256,1,17,9313,0,0,4,0
!ForgeBorder-Right,4968,689,16,256,1,17,0,256,9314,0,0,2,0
_DemonHunter-DemonicFuryBar,4969,690,128,10,0,128,1,11,9315,0,0,4,0
services-icon-goldborder,4970,687,62,62,825,887,82,144,9316,0,0,0,0
vas-receipt-brownarrow,4971,654,30,15,37,67,212,227,9435,0,0,0,0
vas-receipt-greenbg,4972,654,297,46,149,446,75,121,9436,0,0,0,0
,4973,654,34,34,0,0,0,0,0,0,0,1,0
,4974,654,34,34,0,0,0,0,0,0,0,1,0
,4975,654,34,34,0,0,0,0,0,0,0,1,0
,4976,654,34,34,0,0,0,0,0,0,0,1,0
,4977,654,34,34,0,0,0,0,0,0,0,1,0
,4978,654,34,34,0,0,0,0,0,0,0,1,0
,4979,654,34,34,0,0,0,0,0,0,0,1,0
,4980,654,34,34,0,0,0,0,0,0,0,1,0
,4981,654,34,34,0,0,0,0,0,0,0,1,0
,4982,654,34,34,0,0,0,0,0,0,0,1,0
,4983,654,34,34,0,0,0,0,0,0,0,1,0
,4984,654,34,34,0,0,0,0,0,0,0,1,0
,4985,654,34,34,0,0,0,0,0,0,0,1,0
,4986,654,34,34,0,0,0,0,0,0,0,1,0
,4987,654,34,34,0,0,0,0,0,0,0,1,0
,4988,654,34,34,0,0,0,0,0,0,0,1,0
,4989,654,34,34,0,0,0,0,0,0,0,1,0
,4990,654,34,34,0,0,0,0,0,0,0,1,0
,4991,654,34,34,0,0,0,0,0,0,0,1,0
,4992,654,34,34,0,0,0,0,0,0,0,1,0
,4993,654,34,34,0,0,0,0,0,0,0,1,0
,4994,654,34,34,0,0,0,0,0,0,0,1,0
,4995,654,34,34,0,0,0,0,0,0,0,1,0
,4996,654,34,34,0,0,0,0,0,0,0,1,0
,4997,654,34,34,0,0,0,0,0,0,0,1,0
,4998,654,34,34,0,0,0,0,0,0,0,1,0
,4999,654,34,34,0,0,0,0,0,0,0,1,0
,5000,654,34,34,0,0,0,0,0,0,0,1,0
Ships_EnemyCarrierA-Portrait,5001,691,152,128,1,153,1,129,9472,0,0,0,0
Ships_EnemyCarrierH-Portrait,5002,692,152,128,1,153,1,129,9473,0,0,0,0
LootToast-MoreAwesome,5003,332,276,96,289,565,101,197,9384,0,0,0,0
legioninvasion-map-icon-portal-large,5005,693,59,62,314,373,144,206,9474,0,0,0,0
legioninvasion-map-icon-portal,5006,693,42,44,425,467,144,188,9475,0,0,0,0
legioninvasion-scenario-rewardring,5007,693,48,48,375,423,144,192,9476,0,0,0,0
legioninvasion-ScenarioTrackerToast,5008,693,243,77,1,244,224,301,9477,0,0,0,0
legioninvasion-Toast-Frame,5009,693,311,78,1,312,144,222,9478,0,0,0,0
legioninvasion-map-cover,5010,694,1004,672,1,1005,1,673,9479,0,0,0,0
ShipMissionIcon-SiegeIHA-Map,5012,622,64,64,267,331,258,322,9385,0,0,0,0
ShipMissionIcon-SiegeIHA-MapBadge,5013,622,34,34,267,301,390,424,9386,0,0,0,0
ShipMissionIcon-SiegeIHH-Map,5014,622,64,64,333,397,258,322,9387,0,0,0,0
ShipMissionIcon-SiegeIHH-MapBadge,5015,622,34,34,267,301,426,460,9388,0,0,0,0
ShipMissionIcon-SiegeIHA-Mission,5016,323,64,64,397,461,133,197,9389,0,0,0,0
ShipMissionIcon-SiegeIHH-Mission,5017,323,64,64,133,197,199,263,9390,0,0,0,0
tournamentarena-flag-large-blue-flash,5021,695,128,64,389,517,165,229,9391,0,0,0,0
tournamentarena-flag-large-blue,5022,695,128,64,259,387,165,229,9392,0,0,0,0
tournamentarena-flag-large-red-flash,5023,695,128,64,649,777,165,229,9393,0,0,0,0
tournamentarena-flag-large-red,5024,695,128,64,519,647,165,229,9394,0,0,0,0
tournamentarena-frame-bg-side-blue,5029,695,8,32,371,379,1,33,9397,0,0,0,0
tournamentarena-frame-bg-side-red,5030,695,8,32,361,369,1,33,9398,0,0,0,0
tournamentarena-frame-bot,5035,695,512,64,259,771,751,815,9480,0,0,0,0
tournamentarena-frame-botleft,5036,695,64,64,779,843,165,229,9481,0,0,0,0
tournamentarena-frame-botright,5037,695,64,64,911,975,165,229,9482,0,0,0,0
tournamentarena-frame-left,5038,695,64,256,1,65,751,1007,9483,0,0,0,0
tournamentarena-frame-right,5039,695,64,256,67,131,751,1007,9484,0,0,0,0
tournamentarena-frame-top,5040,695,512,64,259,771,947,1011,9485,0,0,0,0
tournamentarena-frame-topleft,5041,695,64,64,845,909,165,229,9486,0,0,0,0
tournamentarena-frame-topright,5042,695,64,64,775,839,361,425,9487,0,0,0,0
tournamentarena-titlebackplate,5043,695,512,128,259,771,817,945,9488,0,0,0,0
honorsystem-bar-background,5044,696,471,18,130,601,433,451,9317,0,0,0,0
honorsystem-bar-frame,5045,696,521,45,1,522,386,431,9318,0,0,0,0
honorsystem-bar-spark,5046,696,16,64,910,926,223,287,9319,0,0,0,0
honorsystem-bar-rewardborder-prestige-flash,5048,696,127,131,1,128,433,564,9320,0,0,0,0
honorsystem-bar-rewardborder-prestige,5049,696,59,60,902,961,56,116,9321,0,0,0,0
honorsystem-bar-rewardborder,5050,696,39,39,940,979,118,157,9322,0,0,0,0
honorsystem-prestige-laurel-bg-alliance,5051,696,134,134,638,772,223,357,9323,0,0,0,0
honorsystem-prestige-laurel-bg-horde,5052,696,134,134,774,908,223,357,9324,0,0,0,0
honorsystem-prestige-laurel,5053,696,262,220,638,900,1,221,9325,0,0,0,0
honorsystem-talents-bg,5054,696,635,383,1,636,1,384,9326,0,0,0,0
_honorsystem-bar-fill,5055,697,256,17,0,256,1,18,9327,0,0,4,0
honorsystem-icon-prestige-1,5056,698,128,128,1,129,1,129,9328,0,0,0,0
honorsystem-icon-prestige-10,5057,698,128,128,1,129,131,259,9329,0,0,0,0
honorsystem-icon-prestige-11,5058,698,128,128,1,129,261,389,9330,0,0,0,0
honorsystem-icon-prestige-2,5059,698,128,128,131,259,1,129,9331,0,0,0,0
honorsystem-icon-prestige-3,5060,698,128,128,131,259,131,259,9332,0,0,0,0
honorsystem-icon-prestige-4,5061,698,128,128,131,259,261,389,9333,0,0,0,0
honorsystem-icon-prestige-5,5062,698,128,128,261,389,1,129,9334,0,0,0,0
honorsystem-icon-prestige-6,5063,698,128,128,261,389,131,259,9335,0,0,0,0
honorsystem-icon-prestige-7,5064,698,128,128,261,389,261,389,9336,0,0,0,0
honorsystem-icon-prestige-8,5065,698,128,128,391,519,1,129,9337,0,0,0,0
honorsystem-icon-prestige-9,5066,698,128,128,391,519,131,259,9338,0,0,0,0
bonusobjectives-title-icon-honor,5067,663,244,181,1,245,1,182,9339,0,0,0,0
honorsystem-bar-frame-small,5068,696,314,43,524,838,386,429,9340,0,0,0,0
honorsystem-bar-rewardborder-circle,5069,696,48,48,963,1011,56,104,9341,0,0,0,0
honorsystem-icon-bonus,5070,696,29,29,993,1022,1,30,9342,0,0,0,0
honorsystem-portrait-alliance,5071,698,50,52,1,51,391,443,9489,0,0,0,0
honorsystem-portrait-horde,5072,698,50,52,1,51,445,497,9490,0,0,0,0
DemonInvasion1,5073,647,32,32,66,98,168,200,9491,0,0,8,0
DemonInvasion2,5074,647,32,32,66,98,202,234,9492,0,0,8,0
DemonInvasion3,5075,647,32,32,66,98,236,268,9739,0,0,8,0
DemonInvasion4,5076,647,32,32,66,98,270,302,9740,0,0,8,0
_Shaman-MaelstromBar,5077,699,128,10,0,128,1,11,9587,0,0,4,0
_Druid-LunarBar,5078,700,128,10,0,128,1,11,9588,0,0,4,0
titleprestige-glowcover,5079,701,216,216,358,574,330,546,9698,0,0,0,0
titleprestige-prestigeicon,5080,701,89,91,916,1005,1,92,9699,0,0,0,0
titleprestige-starglow,5081,701,355,359,1,356,1,360,9700,0,0,0,0
titleprestige-title,5082,701,141,43,576,717,485,528,9701,0,0,0,0
titleprestige-title2,5083,701,140,24,778,918,548,572,9702,0,0,0,0
titleprestige-wreath,5084,701,262,153,576,838,330,483,9703,0,0,0,0
titleprestige-title-bg,5085,701,418,76,358,776,548,624,9589,0,0,0,0
titleprestige-ember,5086,701,27,31,280,307,362,393,9590,0,0,0,0
services-popup-bot,5087,702,198,44,201,399,215,259,9604,0,0,0,0
services-popup-botleft,5088,702,104,44,397,501,125,169,9605,0,0,0,0
services-popup-botright,5089,702,104,44,401,505,215,259,9606,0,0,0,0
services-popup-top,5090,702,198,60,1,199,215,275,9607,0,0,0,0
services-popup-topleft,5091,702,106,60,397,503,1,61,9608,0,0,0,0
services-popup-topright,5092,702,106,60,397,503,63,123,9609,0,0,0,0
services-popup-bg,5093,702,394,212,1,395,1,213,9610,0,0,0,0
services-popup-left,5094,702,64,32,397,461,171,203,9611,0,0,0,0
services-popup-right,5095,702,64,32,1,65,277,309,9612,0,0,0,0
titleprestige-wings,5096,701,277,327,1,278,362,689,9547,0,0,0,0
titleprestige-wings2,5097,701,277,327,358,635,1,328,9548,0,0,0,0
titleprestige-wings-white,5098,701,277,327,1,278,691,1018,9549,0,0,0,0
titleprestige-wings2-white,5099,701,277,327,637,914,1,328,9550,0,0,0,0
titleprestige-starcrown,5101,701,122,41,840,962,503,544,9741,0,0,0,0
AdventureMapLabel-Large,5103,703,455,63,354,809,311,374,9705,0,0,0,0
AdventureMapLabel-Small,5104,703,181,39,802,983,171,210,9706,0,0,0,0
AdventureMapIcon-DailyQuest,5106,703,25,41,846,871,250,291,9708,0,0,0,0
AdventureMapIcon-MissionCombat,5107,703,42,42,802,844,250,292,9709,0,0,0,0
AdventureMapIcon-Quest,5108,703,25,41,873,898,250,291,9710,0,0,0,0
AdventureMapIcon-SandboxQuest,5109,703,25,39,900,925,250,289,9711,0,0,0,0
QuestPortraitIcon-SandboxQuest,5110,703,33,55,967,1000,114,169,9712,0,0,0,0
Mage-ArcaneCharge,5111,704,39,39,60,99,61,100,9704,0,0,0,0
Mage-ArcaneChargeBar,5112,704,125,15,60,185,1,16,9713,0,0,0,0
Priest-InsanityOverlay,5113,705,55,36,196,251,13,49,9707,0,0,0,0
_Priest-InsanityBar,5114,705,128,10,0,128,1,11,9714,0,0,4,0
Legion-boostpopup-bottom,5115,706,430,70,1,431,185,255,9551,0,0,0,0
Legion-boostpopup-middle,5116,706,430,108,1,431,1,109,9552,0,0,0,0
Legion-boostpopup-top,5117,706,430,72,1,431,111,183,9553,0,0,0,0
AdventureMapIcon-Lock,5125,703,28,37,985,1013,171,208,9715,0,0,0,0
AdventureMapLabel-MissionTimer,5126,703,76,20,125,201,1001,1021,9716,0,0,0,0
AdventureMapLabel-QuestDiscovered,5127,703,189,36,802,991,212,248,9717,0,0,0,0
FXAM-QuestBang,5128,703,34,54,987,1021,1,55,9718,0,0,0,0
FXAM-SmallSpikeyGlow,5129,703,40,52,288,328,971,1023,9719,0,0,0,0
Mission-FollowerPortraitFrame,5130,703,49,47,288,337,874,921,9720,0,0,0,0
Mission-LootBackgroundGlow,5131,703,183,71,802,985,1,72,9721,0,0,0,0
FogofWar,5132,703,341,371,1,342,441,812,9722,0,0,0,0
AdventureMapQuest-QuestPane,5133,703,351,438,1,352,1,439,9723,0,0,0,0
AdventureMapQuest-RewardsPanel,5134,703,285,185,1,286,814,999,9724,0,0,0,0
AdventureMapQuest-ItemNameBG,5135,703,95,38,921,1016,74,112,9725,0,0,0,0
charactercreate-banner-bottom,5137,708,200,64,1,201,1975,2039,9742,0,0,0,0
charactercreate-banner-middle,5138,708,200,194,1149,1349,259,453,9743,0,0,0,0
charactercreate-banner-top,5139,708,200,49,1345,1545,497,546,9744,0,0,0,0
Artifacts-Shaman-BG,5140,709,896,615,1,897,1,616,9591,0,0,0,0
Artifacts-Hunter-BG,5145,710,896,615,1,897,1,616,9595,0,0,0,0
Artifacts-Priest-BG,5150,711,896,615,1,897,1,616,9599,0,0,0,0
Artifacts-Monk-BG,5155,712,896,615,1,897,1,616,9602,0,0,0,0
Artifacts-Warlock-BG,5160,713,896,615,1,897,1,616,9603,0,0,0,0
services-checkmark,5165,687,41,44,971,1012,1,45,9651,0,0,0,0
services-cover-ring,5166,687,80,82,256,336,867,949,9652,0,0,0,0
services-cover,5167,687,421,724,1,422,1,725,9653,0,0,0,0
services-icon-bonus-large,5168,687,34,34,89,123,985,1019,9654,0,0,0,0
services-icon-bonus-red,5169,687,19,19,179,198,985,1004,9655,0,0,0,0
services-icon-bonus,5170,687,19,19,200,219,985,1004,9656,0,0,0,0
services-icon-processing,5171,687,42,37,45,87,985,1022,9657,0,0,0,0
services-number-1,5172,687,71,79,338,409,867,946,9658,0,0,0,0
services-number-2,5173,687,71,79,679,750,1,80,9659,0,0,0,0
services-number-3,5174,687,71,79,679,750,82,161,9660,0,0,0,0
services-number-4,5175,687,71,79,679,750,163,242,9661,0,0,0,0
services-number-5,5176,687,71,79,752,823,1,80,9662,0,0,0,0
services-number-6,5177,687,71,79,752,823,82,161,9663,0,0,0,0
services-number-7,5178,687,71,79,752,823,163,242,9664,0,0,0,0
services-number-8,5179,687,71,79,825,896,1,80,9665,0,0,0,0
services-number-9,5180,687,71,79,898,969,1,80,9666,0,0,0,0
services-ring-countcircle,5181,687,32,32,125,157,985,1017,9667,0,0,0,0
services-ring-large-glow,5182,687,253,256,1,254,727,983,9668,0,0,0,0
services-ring-large-glowpulse,5183,687,145,138,256,401,727,865,9669,0,0,0,0
services-ring-large-glowspin,5184,687,253,256,424,677,1,257,9670,0,0,0,0
services-ring-large,5185,687,72,73,338,410,948,1021,9671,0,0,0,0
services-ring-wod,5186,687,72,68,256,328,951,1019,9672,0,0,0,0
services-ring,5187,687,59,60,825,884,146,206,9673,0,0,0,0
services-yellowarrow,5188,687,18,32,159,177,985,1017,9674,0,0,0,0
transmog-nav-slot-back,5189,610,35,37,152,187,460,497,9780,0,0,0,0
transmog-nav-slot-chest,5190,610,35,37,231,266,48,85,9781,0,0,0,0
transmog-nav-slot-feet,5191,610,35,37,268,303,48,85,9782,0,0,0,0
transmog-nav-slot-hands,5192,610,35,37,305,340,48,85,9783,0,0,0,0
transmog-nav-slot-head,5193,610,35,37,342,377,48,85,9784,0,0,0,0
transmog-nav-slot-legs,5194,610,35,37,379,414,48,85,9785,0,0,0,0
transmog-nav-slot-mainhand,5195,610,35,37,416,451,48,85,9786,0,0,0,0
transmog-nav-slot-selected,5197,610,45,47,105,150,460,507,9788,0,0,0,0
transmog-nav-slot-shirt,5198,610,35,37,191,226,88,125,9789,0,0,0,0
transmog-nav-slot-shoulder,5199,610,35,37,228,263,88,125,9790,0,0,0,0
transmog-nav-slot-tabard,5200,610,35,37,265,300,88,125,9791,0,0,0,0
transmog-nav-slot-waist,5201,610,35,37,302,337,88,125,9792,0,0,0,0
transmog-nav-slot-wrist,5202,610,35,37,339,374,88,125,9793,0,0,0,0
boostpopup-wod-bottom,5203,714,430,65,1,431,121,186,9794,0,0,0,0
boostpopup-wod-middle,5204,714,430,118,1,431,1,119,9795,0,0,0,0
boostpopup-wod-top,5205,714,430,65,1,431,188,253,9796,0,0,0,0
Relic-Arcane-Slot,5206,607,72,72,870,942,121,193,9613,0,0,0,0
Relic-Arcane-TraitBG,5207,607,120,120,1,121,592,712,9614,0,0,0,0
Relic-Arcane-TraitGlow,5208,607,120,120,1,121,714,834,9615,0,0,0,0
Relic-Arcane-TraitGlowRing,5209,607,120,120,1,121,836,956,9616,0,0,0,0
Relic-Blood-Slot,5210,607,72,72,944,1016,121,193,9617,0,0,0,0
Relic-Blood-TraitBG,5211,607,120,120,136,256,200,320,9618,0,0,0,0
Relic-Blood-TraitGlow,5212,607,120,120,136,256,322,442,9619,0,0,0,0
Relic-Blood-TraitGlowRing,5213,607,120,120,136,256,444,564,9620,0,0,0,0
Relic-Fel-Slot,5214,607,72,72,920,992,566,638,9621,0,0,0,0
Relic-Fel-TraitBG,5215,607,120,120,136,256,566,686,9622,0,0,0,0
Relic-Fel-TraitGlow,5216,607,120,120,136,256,688,808,9623,0,0,0,0
Relic-Fel-TraitGlowRing,5217,607,120,120,136,256,810,930,9624,0,0,0,0
Relic-Fire-Slot,5218,607,72,72,612,684,699,771,9625,0,0,0,0
Relic-Fire-TraitBG,5219,607,120,120,258,378,200,320,9626,0,0,0,0
Relic-Fire-TraitGlow,5220,607,120,120,380,500,200,320,9627,0,0,0,0
Relic-Fire-TraitGlowRing,5221,607,120,120,502,622,200,320,9628,0,0,0,0
Relic-Frost-Slot,5222,607,72,72,612,684,773,845,9629,0,0,0,0
Relic-Frost-TraitBG,5223,607,120,120,624,744,200,320,9630,0,0,0,0
Relic-Frost-TraitGlow,5224,607,120,120,746,866,200,320,9631,0,0,0,0
Relic-Frost-TraitGlowRing,5225,607,120,120,868,988,200,320,9632,0,0,0,0
Relic-Holy-Slot,5226,607,72,72,612,684,847,919,9633,0,0,0,0
Relic-Holy-TraitBG,5227,607,120,120,258,378,322,442,9634,0,0,0,0
Relic-Holy-TraitGlow,5228,607,120,120,258,378,444,564,9635,0,0,0,0
Relic-Holy-TraitGlowRing,5229,607,120,120,258,378,566,686,9636,0,0,0,0
Relic-Iron-Slot,5230,607,72,72,612,684,921,993,9637,0,0,0,0
Relic-Iron-TraitBG,5231,607,120,120,258,378,688,808,9638,0,0,0,0
Relic-Iron-TraitGlow,5232,607,120,120,258,378,810,930,9639,0,0,0,0
Relic-Iron-TraitGlowRing,5233,607,120,120,380,500,322,442,9640,0,0,0,0
Relic-Life-Slot,5234,607,72,72,686,758,699,771,9641,0,0,0,0
Relic-Life-TraitBG,5235,607,120,120,502,622,322,442,9642,0,0,0,0
Relic-Life-TraitGlow,5236,607,120,120,624,744,322,442,9643,0,0,0,0
Relic-Life-TraitGlowRing,5237,607,120,120,746,866,322,442,9644,0,0,0,0
Relic-Shadow-Slot,5238,607,72,72,686,758,773,845,9645,0,0,0,0
Relic-Shadow-TraitBG,5239,607,120,120,868,988,322,442,9646,0,0,0,0
Relic-Shadow-TraitGlow,5240,607,120,120,380,500,444,564,9647,0,0,0,0
Relic-Shadow-TraitGlowRing,5241,607,120,120,380,500,566,686,9648,0,0,0,0
Relic-SlotBG,5242,607,34,34,981,1015,1,35,9649,0,0,0,0
Relic-Water-Slot,5243,607,72,72,686,758,847,919,9650,0,0,0,0
Relic-Water-TraitBG,5244,607,120,120,380,500,688,808,9675,0,0,0,0
Relic-Water-TraitGlow,5245,607,120,120,380,500,810,930,9676,0,0,0,0
Relic-Water-TraitGlowRing,5246,607,120,120,502,622,444,564,9677,0,0,0,0
Relic-Wind-Slot,5247,607,72,72,686,758,921,993,9678,0,0,0,0
Relic-Wind-TraitBG,5248,607,120,120,624,744,444,564,9679,0,0,0,0
Relic-Wind-TraitGlow,5249,607,120,120,746,866,444,564,9680,0,0,0,0
Relic-Wind-TraitGlowRing,5250,607,120,120,868,988,444,564,9681,0,0,0,0
transmog-toast-bg,5251,715,253,75,1,254,1,76,9682,0,0,0,0
FullAlert-BigSpike,5252,716,27,34,1,28,1,35,9726,0,0,0,0
FullAlert-SoftCurveGlow,5253,716,20,37,30,50,1,38,9727,0,0,0,0
FullAlert-YellowCurveGlow,5254,716,20,37,52,72,1,38,9728,0,0,0,0
FullAlert-FrameGlow,5255,716,34,18,74,108,1,19,9729,0,0,0,0
accountupgradebanner-legion,5258,558,200,117,1,201,143,260,9745,0,0,0,0
Glues-WoW-LegionLogo,5259,717,510,256,1,511,1,257,9730,0,0,0,0
Glues-WoW-LegionLogo_cn,5260,717,510,256,1,511,259,515,9731,0,0,0,0
Glues-WoW-LegionLogo_tw,5261,717,510,256,1,511,517,773,9732,0,0,0,0
shop-games-legion,5262,718,138,86,149,287,128,214,9733,0,0,0,0
shop-games-legiondeluxe-card,5263,718,146,209,1,147,1,210,9734,0,0,0,0
